Started_Date,year,month,Amount,category,avg_salary,year_month,monthly_expenses
2021-07-06,2021,7,-12.82,entairtainment,1083.03,2021-7,-2922.55
2021-07-08,2021,7,-11.75,food_drink,1083.03,2021-7,-2922.55
2021-07-08,2021,7,-79.0,other,1083.03,2021-7,-2922.55
2021-07-08,2021,7,-4.06,travel,1083.03,2021-7,-2922.55
2021-07-08,2021,7,-3.98,food_drink,1083.03,2021-7,-2922.55
2021-07-08,2021,7,-6.17,food_drink,1083.03,2021-7,-2922.55
2021-07-08,2021,7,-5.0,travel,1083.03,2021-7,-2922.55
2021-07-08,2021,7,-8.99,travel,1083.03,2021-7,-2922.55
2021-07-09,2021,7,-143.68,travel,1083.03,2021-7,-2922.55
2021-07-10,2021,7,-7.08,food_drink,1083.03,2021-7,-2922.55
2021-07-11,2021,7,-35.0,other,1083.03,2021-7,-2922.55
2021-07-12,2021,7,-5.0,travel,1083.03,2021-7,-2922.55
2021-07-12,2021,7,-7.17,food_drink,1083.03,2021-7,-2922.55
2021-07-12,2021,7,-5.0,travel,1083.03,2021-7,-2922.55
2021-07-13,2021,7,-5.75,food_drink,1083.03,2021-7,-2922.55
2021-07-15,2021,7,-1.0,other,1083.03,2021-7,-2922.55
2021-07-18,2021,7,-1.2,travel,1083.03,2021-7,-2922.55
2021-07-18,2021,7,-1.2,travel,1083.03,2021-7,-2922.55
2021-07-22,2021,7,-5.9,entairtainment,1083.03,2021-7,-2922.55
2021-07-23,2021,7,-300.0,other,1083.03,2021-7,-2922.55
2021-07-24,2021,7,-3.8,other,1083.03,2021-7,-2922.55
2021-07-24,2021,7,-1.7,other,1083.03,2021-7,-2922.55
2021-07-26,2021,7,-13.02,food_drink,1083.03,2021-7,-2922.55
2021-07-27,2021,7,-21.98,food_drink,1083.03,2021-7,-2922.55
2021-07-28,2021,7,-13.0,rent_ai,1083.03,2021-7,-2922.55
2021-07-28,2021,7,-405.0,rent_ai,1083.03,2021-7,-2922.55
2021-07-30,2021,7,-8.0,entairtainment,1083.03,2021-7,-2922.55
2021-07-31,2021,7,-1750.0,education,1083.03,2021-7,-2922.55
2021-08-10,2021,8,-10.0,tech,1083.03,2021-8,-727.06
2021-08-11,2021,8,-26.0,entairtainment,1083.03,2021-8,-727.06
2021-08-14,2021,8,-14.0,entairtainment,1083.03,2021-8,-727.06
2021-08-17,2021,8,-2.4,other,1083.03,2021-8,-727.06
2021-08-18,2021,8,-1.6,other,1083.03,2021-8,-727.06
2021-08-18,2021,8,-10.5,food_drink,1083.03,2021-8,-727.06
2021-08-18,2021,8,-10.5,food_drink,1083.03,2021-8,-727.06
2021-08-19,2021,8,-4.8,other,1083.03,2021-8,-727.06
2021-08-20,2021,8,-6.0,other,1083.03,2021-8,-727.06
2021-08-21,2021,8,-11.3,other,1083.03,2021-8,-727.06
2021-08-21,2021,8,-2.3,travel,1083.03,2021-8,-727.06
2021-08-22,2021,8,-34.07,travel,1083.03,2021-8,-727.06
2021-08-23,2021,8,-17.0,travel,1083.03,2021-8,-727.06
2021-08-24,2021,8,-6.4,travel,1083.03,2021-8,-727.06
2021-08-26,2021,8,-95.69,travel,1083.03,2021-8,-727.06
2021-08-27,2021,8,-405.0,rent_ai,1083.03,2021-8,-727.06
2021-08-27,2021,8,-30.0,entairtainment,1083.03,2021-8,-727.06
2021-08-30,2021,8,-11.0,entairtainment,1083.03,2021-8,-727.06
2021-08-30,2021,8,-28.5,entairtainment,1083.03,2021-8,-727.06
2021-09-01,2021,9,-86.98,other,1083.03,2021-9,-652.67
2021-09-01,2021,9,-2.3,travel,1083.03,2021-9,-652.67
2021-09-01,2021,9,-3.0,entairtainment,1083.03,2021-9,-652.67
2021-09-01,2021,9,-10.11,food_drink,1083.03,2021-9,-652.67
2021-09-02,2021,9,-20.0,other,1083.03,2021-9,-652.67
2021-09-02,2021,9,-35.0,other,1083.03,2021-9,-652.67
2021-09-03,2021,9,-25.69,food_drink,1083.03,2021-9,-652.67
2021-09-03,2021,9,-12.54,travel,1083.03,2021-9,-652.67
2021-09-03,2021,9,-10.14,entairtainment,1083.03,2021-9,-652.67
2021-09-03,2021,9,-8.11,travel,1083.03,2021-9,-652.67
2021-09-04,2021,9,-14.29,entairtainment,1083.03,2021-9,-652.67
2021-09-05,2021,9,-8.12,travel,1083.03,2021-9,-652.67
2021-09-07,2021,9,-80.35,entairtainment,1083.03,2021-9,-652.67
2021-09-09,2021,9,-16.56,food_drink,1083.03,2021-9,-652.67
2021-09-13,2021,9,-8.94,food_drink,1083.03,2021-9,-652.67
2021-09-15,2021,9,-9.5,food_drink,1083.03,2021-9,-652.67
2021-09-16,2021,9,-7.34,food_drink,1083.03,2021-9,-652.67
2021-09-18,2021,9,-9.09,food_drink,1083.03,2021-9,-652.67
2021-09-18,2021,9,-3.76,food_drink,1083.03,2021-9,-652.67
2021-09-20,2021,9,-218.71,entairtainment,1083.03,2021-9,-652.67
2021-09-22,2021,9,-10.31,food_drink,1083.03,2021-9,-652.67
2021-09-25,2021,9,-22.95,food_drink,1083.03,2021-9,-652.67
2021-09-27,2021,9,-24.7,food_drink,1083.03,2021-9,-652.67
2021-09-28,2021,9,-4.18,food_drink,1083.03,2021-9,-652.67
2021-10-02,2021,10,-19.51,food_drink,1083.03,2021-10,-1177.31
2021-10-04,2021,10,-21.24,food_drink,1083.03,2021-10,-1177.31
2021-10-07,2021,10,-11.62,food_drink,1083.03,2021-10,-1177.31
2021-10-08,2021,10,-6.16,food_drink,1083.03,2021-10,-1177.31
2021-10-11,2021,10,-14.33,food_drink,1083.03,2021-10,-1177.31
2021-10-13,2021,10,-16.07,food_drink,1083.03,2021-10,-1177.31
2021-10-15,2021,10,-23.09,food_drink,1083.03,2021-10,-1177.31
2021-10-15,2021,10,-405.0,rent_ai,1083.03,2021-10,-1177.31
2021-10-16,2021,10,-21.04,food_drink,1083.03,2021-10,-1177.31
2021-10-16,2021,10,-6.99,other,1083.03,2021-10,-1177.31
2021-10-19,2021,10,-14.0,food_drink,1083.03,2021-10,-1177.31
2021-10-22,2021,10,-20.33,food_drink,1083.03,2021-10,-1177.31
2021-10-22,2021,10,-1.0,other,1083.03,2021-10,-1177.31
2021-10-25,2021,10,-15.15,food_drink,1083.03,2021-10,-1177.31
2021-10-27,2021,10,-40.0,rent_ai,1083.03,2021-10,-1177.31
2021-10-27,2021,10,-405.0,rent_ai,1083.03,2021-10,-1177.31
2021-10-29,2021,10,-28.6,food_drink,1083.03,2021-10,-1177.31
2021-10-29,2021,10,-55.0,other,1083.03,2021-10,-1177.31
2021-10-29,2021,10,-53.18,other,1083.03,2021-10,-1177.31
2021-11-01,2021,11,-125.38,entairtainment,1083.03,2021-11,-1029.3600000000001
2021-11-03,2021,11,-14.58,food_drink,1083.03,2021-11,-1029.3600000000001
2021-11-06,2021,11,-20.86,food_drink,1083.03,2021-11,-1029.3600000000001
2021-11-06,2021,11,-34.9,entairtainment,1083.03,2021-11,-1029.3600000000001
2021-11-08,2021,11,-200.0,other,1083.03,2021-11,-1029.3600000000001
2021-11-12,2021,11,-17.98,food_drink,1083.03,2021-11,-1029.3600000000001
2021-11-14,2021,11,-82.0,other,1083.03,2021-11,-1029.3600000000001
2021-11-15,2021,11,-22.26,food_drink,1083.03,2021-11,-1029.3600000000001
2021-11-18,2021,11,-6.36,food_drink,1083.03,2021-11,-1029.3600000000001
2021-11-18,2021,11,-8.95,other,1083.03,2021-11,-1029.3600000000001
2021-11-19,2021,11,-5.78,entairtainment,1083.03,2021-11,-1029.3600000000001
2021-11-20,2021,11,-7.61,food_drink,1083.03,2021-11,-1029.3600000000001
2021-11-20,2021,11,-9.65,food_drink,1083.03,2021-11,-1029.3600000000001
2021-11-25,2021,11,-23.0,food_drink,1083.03,2021-11,-1029.3600000000001
2021-11-27,2021,11,-405.0,rent_ai,1083.03,2021-11,-1029.3600000000001
2021-11-27,2021,11,-45.05,food_drink,1083.03,2021-11,-1029.3600000000001
2021-12-01,2021,12,-14.96,food_drink,1083.03,2021-12,-1002.84
2021-12-03,2021,12,-15.47,food_drink,1083.03,2021-12,-1002.84
2021-12-04,2021,12,-198.81,entairtainment,1083.03,2021-12,-1002.84
2021-12-06,2021,12,-17.8,rent_ai,1083.03,2021-12,-1002.84
2021-12-09,2021,12,-16.99,food_drink,1083.03,2021-12,-1002.84
2021-12-11,2021,12,-15.56,food_drink,1083.03,2021-12,-1002.84
2021-12-14,2021,12,-10.0,tech,1083.03,2021-12,-1002.84
2021-12-16,2021,12,-15.41,food_drink,1083.03,2021-12,-1002.84
2021-12-17,2021,12,-6.55,food_drink,1083.03,2021-12,-1002.84
2021-12-17,2021,12,-23.0,other,1083.03,2021-12,-1002.84
2021-12-18,2021,12,-8.84,food_drink,1083.03,2021-12,-1002.84
2021-12-21,2021,12,-35.12,food_drink,1083.03,2021-12,-1002.84
2021-12-22,2021,12,-17.31,food_drink,1083.03,2021-12,-1002.84
2021-12-23,2021,12,-40.0,education,1083.03,2021-12,-1002.84
2021-12-23,2021,12,-16.27,food_drink,1083.03,2021-12,-1002.84
2021-12-29,2021,12,-24.75,entairtainment,1083.03,2021-12,-1002.84
2021-12-29,2021,12,-470.0,rent_ai,1083.03,2021-12,-1002.84
2021-12-29,2021,12,-22.65,other,1083.03,2021-12,-1002.84
2021-12-29,2021,12,-15.35,food_drink,1083.03,2021-12,-1002.84
2021-12-31,2021,12,-18.0,other,1083.03,2021-12,-1002.84
